O*NET-SOC 2010 (CÓDIGO),O*NET-SOC 2010 (NOME),2010 SOC (CÓDIGO),2010 SOC (TÍTULO),Isco08 (CÓDIGO),Isco08 (TÍTULO),PNAD CONTÍNUA _ COD(CÓDIGO),PNAD CONTÍNUA _COD(TÍTULO),CBO CÓDIGO,CBO TÍTULO
43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",43-5081,Stock Clerks and Order Fillers,4321,Stock clerks,4321,Trabalhadores de controle de abastecimento e estoques,414115,Balanceiro
43-5081.04,"Order Fillers, Wholesale and Retail Sales",43-5081,Stock Clerks and Order Fillers,4321,Stock clerks,4321,Trabalhadores de controle de abastecimento e estoques,414115,Balanceiro
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",4321,Stock clerks,4321,Trabalhadores de controle de abastecimento e estoques,414115,Balanceiro
43-6011.00,Executive Secretaries and Executive Administrative Assistants,43-6011,Executive Secretaries and Executive Administrative Assistants,3343,Administrative and executive secretaries,3343,Secretários executivos e administrativos,252305,Secretária(o) executiva(o)
43-6012.00,Legal Secretaries,43-6012,Legal Secretaries,3342,Legal secretaries,3342,Secretários jurídicos,351430,Auxiliar de serviços jurídicos
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",8121,Metal processing plant operators,8121,Operadores de instalações de processamento de metais,723120,Operador de forno de tratamento térmico de metais
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",4120,Secretaries (general),4120,Secretários (geral),111220,Secretário - executivo
43-9011.00,Computer Operators,43-9011,Computer Operators,3511,Information and communications technology operations technicians,3511,Técnicos em operações de tecnologia da informação e das comunicações,313220,Técnico em manutenção de equipamentos de informática
43-9021.00,Data Entry Keyers,43-9021,Data Entry Keyers,4132,Data entry clerks,4132,Operadores de entrada de dados,412110,Digitador
43-9022.00,Word Processors and Typists,43-9022,Word Processors and Typists,4131,Typists and word processing operators,4131,Operadores de máquinas de processamento de texto e mecanógrafos,351505,Técnico em secretariado
43-9031.00,Desktop Publishers,43-9031,Desktop Publishers,7321,Pre-press technicians,7321,Trabalhadores da pré-impressão gráfica,766105,Copiador de chapa
43-9041.00,Insurance Claims and Policy Processing Clerks,43-9041,Insurance Claims and Policy Processing Clerks,4312,"Statistical, finance and insurance clerks",4312,"Trabalhadores de serviços estatísticos, financeiros e de seguros",411035,Auxiliar de estatística
43-9041.01,Insurance Claims Clerks,43-9041,Insurance Claims and Policy Processing Clerks,4312,"Statistical, finance and insurance clerks",4312,"Trabalhadores de serviços estatísticos, financeiros e de seguros",411035,Auxiliar de estatística
43-9041.02,Insurance Policy Processing Clerks,43-9041,Insurance Claims and Policy Processing Clerks,4312,"Statistical, finance and insurance clerks",4312,"Trabalhadores de serviços estatísticos, financeiros e de seguros",411035,Auxiliar de estatística
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",4412,Mail carriers and sorting clerks,4412,Trabalhadores de serviços de correios,415210,Operador de triagem e transbordo
43-9061.00,"Office Clerks, General",43-9061,"Office Clerks, General",4110,General office clerks,4110,Escriturários gerais,411005,Escriturário
43-9071.00,"Office Machine Operators, Except Computer",43-9071,"Office Machine Operators, Except Computer",4415,Filing and copying clerks,4415,Trabalhadores de arquivos,415120,Fitotecário
43-9081.00,Proofreaders and Copy Markers,43-9081,Proofreaders and Copy Markers,4413,"Coding, proof-reading and related clerks",4413,"Codificadores de dados, revisores de provas de impressão e afins",415115,Codificador de dados
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",49-9098,"Helpers--Installation, Maintenance, and Repair Workers",9622,Odd job persons,9622,Pessoas que realizam várias tarefas,514310,Auxiliar de manutenção predial
45-3021.00,Hunters and Trappers,45-3021,Hunters and Trappers,6224,Hunters and trappers,6224,Caçadores,631005,Trabalhador na pesca de crustáceo
43-9199.00,"Office and Administrative Support Workers, All Other",43-9199,"Office and Administrative Support Workers, All Other",4419,Clerical support workers not elsewhere classified,4419,Trabalhadores de apoio administrativo não classificados anteriormente,253120,Diretor de mídia (publicidade)
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",6111,Field crop and vegetable growers,6111,"Agricultores e trabalhadores qualificados em atividades da agricultura (exclusive hortas, viveiros e jardins)",612105,Produtor de arroz
45-1011.05,First-Line Supervisors of Logging Workers,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",6111,Field crop and vegetable growers,6111,"Agricultores e trabalhadores qualificados em atividades da agricultura (exclusive hortas, viveiros e jardins)",612105,Produtor de arroz
45-1011.06,First-Line Supervisors of Aquacultural Workers,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",6111,Field crop and vegetable growers,6111,"Agricultores e trabalhadores qualificados em atividades da agricultura (exclusive hortas, viveiros e jardins)",612105,Produtor de arroz
45-1011.07,First-Line Supervisors of Agricultural Crop and Horticultural Workers,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",6111,Field crop and vegetable growers,6111,"Agricultores e trabalhadores qualificados em atividades da agricultura (exclusive hortas, viveiros e jardins)",612105,Produtor de arroz
45-1011.08,First-Line Supervisors of Animal Husbandry and Animal Care Workers,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",6111,Field crop and vegetable growers,6111,"Agricultores e trabalhadores qualificados em atividades da agricultura (exclusive hortas, viveiros e jardins)",612105,Produtor de arroz
45-2011.00,Agricultural Inspectors,45-2011,Agricultural Inspectors,3257,Environmental and occupational health inspectors and associates,3257,"Inspetores de saúde laboral, ambiental e afins",254305,Auditor-fiscal do trabalho
45-2021.00,Animal Breeders,45-2021,Animal Breeders,6121,Livestock and dairy producers,6121,Criadores de gado e trabalhadores qualificados da criação de gado,613005,Criador em pecuária polivalente
45-2041.00,"Graders and Sorters, Agricultural Products",45-2041,"Graders and Sorters, Agricultural Products",7515,Food and beverage tasters and graders,7515,Trabalhadores da degustação e classificação de alimentos e bebidas,840105,Supervisor de produção da indústria alimentícia
45-2091.00,Agricultural Equipment Operators,45-2091,Agricultural Equipment Operators,6111,Field crop and vegetable growers,6111,"Agricultores e trabalhadores qualificados em atividades da agricultura (exclusive hortas, viveiros e jardins)",612105,Produtor de arroz
43-4199.00,"Information and Record Clerks, All Other",43-4199,"Information and Record Clerks, All Other",4229,Client information workers not elsewhere classified,4229,Trabalhadores de serviços de informação ao cliente não classificados anteriormente,411005,Auxiliar de escritório
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",7543,Product graders and testers (excluding foods and beverages),7543,Classificadores e provadores de produtos (exceto de bebidas e alimentos),391205,Inspetor de qualidade
49-9099.00,"Installation, Maintenance, and Repair Workers, All Other",49-9099,"Installation, Maintenance, and Repair Workers, All Other",9622,Odd job persons,9622,Pessoas que realizam várias tarefas,514325,Trabalhador da manutenção de edificações
49-9071.00,"Maintenance and Repair Workers, General",49-9071,"Maintenance and Repair Workers, General",9622,Odd job persons,9622,Pessoas que realizam várias tarefas,514325,Trabalhador da manutenção de edificações
45-2099.00,"Agricultural Workers, All Other",45-2099,"Agricultural Workers, All Other",9211,Crop farm labourers,9211,Trabalhadores elementares da agricultura,621005,Trabalhador agropecuário em geral
45-3011.00,Fishers and Related Fishing Workers,45-3011,Fishers and Related Fishing Workers,6222,Inland and coastal waters fishery workers,9216,Trabalhadores elementares da pesca e aquicultura,631105,Pescador artesanal de água doce
51-9082.00,Medical Appliance Technicians,51-9082,Medical Appliance Technicians,3214,Medical and dental prosthetic technicians,3214,Técnicos de próteses médicas e dentárias,915305,Técnico em manutenção de equipamentos e instrumentos médico-hospitalares
45-4011.00,Forest and Conservation Workers,45-4011,Forest and Conservation Workers,6210,Forestry and related workers,6210,Trabalhadores florestais qualificados e afins,141110,Gerente de produção e operações florestais
45-4021.00,Fallers,45-4021,Fallers,6210,Forestry and related workers,6210,Trabalhadores florestais qualificados e afins,141110,Gerente de produção e operações florestais
45-4022.00,Logging Equipment Operators,45-4022,Logging Equipment Operators,6210,Forestry and related workers,6210,Trabalhadores florestais qualificados e afins,141110,Gerente de produção e operações florestais
45-4023.00,Log Graders and Scalers,45-4023,Log Graders and Scalers,6210,Forestry and related workers,6210,Trabalhadores florestais qualificados e afins,141110,Gerente de produção e operações florestais
45-4029.00,"Logging Workers, All Other",45-4029,"Logging Workers, All Other",6210,Forestry and related workers,6210,Trabalhadores florestais qualificados e afins,141110,Gerente de produção e operações florestais
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,3121,Mining supervisors,3121,Supervisores da mineração,710105,Supervisor de apoio operacional na mineração
47-1011.03,Solar Energy Installation Managers,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,3121,Mining supervisors,3121,Supervisores da mineração,710105,Supervisor de apoio operacional na mineração
47-2011.00,Boilermakers,47-2011,Boilermakers,7213,Sheet-metal workers,7213,Chapistas e caldeireiros,724405,Caldeireiro (chapas de cobre)
47-2021.00,Brickmasons and Blockmasons,47-2021,Brickmasons and Blockmasons,7112,Bricklayers and related workers,7112,Pedreiros,715205,Calceteiro
47-2022.00,Stonemasons,47-2022,Stonemasons,7113,"Stonemasons, stone cutters, splitters and carvers",7113,"Canteiros, cortadores e gravadores de pedras",711115,Destroçador de pedra
47-2031.00,Carpenters,47-2031,Carpenters,7115,Carpenters and joiners,7115,Carpinteiros,715505,Carpinteiro
47-2031.01,Construction Carpenters,47-2031,Carpenters,7115,Carpenters and joiners,7115,Carpinteiros,715505,Carpinteiro
47-2031.02,Rough Carpenters,47-2031,Carpenters,7115,Carpenters and joiners,7115,Carpinteiros,715505,Carpinteiro
47-2041.00,Carpet Installers,47-2041,Carpet Installers,7122,Floor layers and tile setters,7122,"Aplicadores de revestimentos cerâmicos, pastilhas, pedras e madeiras",716505,Assoalhador
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",7122,Floor layers and tile setters,7122,"Aplicadores de revestimentos cerâmicos, pastilhas, pedras e madeiras",716505,Assoalhador
47-2043.00,Floor Sanders and Finishers,47-2043,Floor Sanders and Finishers,7122,Floor layers and tile setters,7122,"Aplicadores de revestimentos cerâmicos, pastilhas, pedras e madeiras",716505,Assoalhador
47-2044.00,Tile and Marble Setters,47-2044,Tile and Marble Setters,7122,Floor layers and tile setters,7122,"Aplicadores de revestimentos cerâmicos, pastilhas, pedras e madeiras",716505,Assoalhador
47-2051.00,Cement Masons and Concrete Finishers,47-2051,Cement Masons and Concrete Finishers,7114,"Concrete placers, concrete finishers and related workers",7114,Trabalhadores em cimento e concreto armado,715305,Armador de estrutura de concreto
47-2053.00,Terrazzo Workers and Finishers,47-2053,Terrazzo Workers and Finishers,7114,"Concrete placers, concrete finishers and related workers",7114,Trabalhadores em cimento e concreto armado,715305,Armador de estrutura de concreto
47-2061.00,Construction Laborers,47-2061,Construction Laborers,9313,Building construction labourers,9313,Trabalhadores elementares da construção de edifícios,414205,Apontador de mão-de-obra
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",47-2071,"Paving, Surfacing, and Tamping Equipment Operators",8342,Earthmoving and related plant operators,8342,Operadores de máquinas de movimentação de terras e afins,711245,Operador de trator (minas e pedreiras)
47-2072.00,Pile-Driver Operators,47-2072,Pile-Driver Operators,8342,Earthmoving and related plant operators,8342,Operadores de máquinas de movimentação de terras e afins,711245,Operador de trator (minas e pedreiras)
47-2073.00,Operating Engineers and Other Construction Equipment Operators,47-2073,Operating Engineers and Other Construction Equipment Operators,8342,Earthmoving and related plant operators,8342,Operadores de máquinas de movimentação de terras e afins,711245,Operador de trator (minas e pedreiras)
